,full_name,gender,type,state,district,full_district,party,personal_twitter,official_twitter,partisan_lean_2018,partisan_lean_2020,last_name,first_name,middle_name,suffix,url,address,phone,contact_form,rss_url,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,Bio,Follower Count
157,Raul Ruiz,M,rep,CA,36.0,CA-36,D,RaulRuizCA36,RepRaulRuizMD,D+2.97,D+1.53,Ruiz,Raul,,,https://ruiz.house.gov,2342 Rayburn House Office Building Washington DC 20515-0536,202-225-5330,,http://ruiz.house.gov/rss.xml,CongressmanRaulRuizMD,repraulruiz,UCSDk-cyNPCo1iy6rweSPmBw,R000599,2109.0,N00033510,,H2CA36439,79727.0,412519,136407.0,Raul Ruiz,,21311.0,Raul Ruiz (politician),i ve lived the american dream and i m running to ensure that\nfuture generations have the same opportunity i did ,181.0
158,Karen Bass,F,rep,CA,37.0,CA-37,D,KarenBassTweets,RepKarenBass,D+70.83,D+70.35,Bass,Karen,,,https://bass.house.gov,2021 Rayburn House Office Building Washington DC 20515-0537,202-225-7084,,http://bass.house.gov/rss.xml,RepKarenBass,RepKarenBass,UCQZg7oxkV3Yag2emYPLhT2g,B001270,1996.0,N00031877,,H0CA33117,62502.0,412404,28963.0,Karen Bass,,21110.0,Karen Bass,member of congress  speaker emeritus of the california assembly  community organizer  and coalition builder  this is my personal campaign account ,22715.0
159,Linda T. Sánchez,F,rep,CA,38.0,CA-38,D,LindaTSanchez,RepLindaSanchez,D+33.07,D+31.82,Sánchez,Linda,T.,,https://lindasanchez.house.gov,2329 Rayburn House Office Building Washington DC 20515-0538,202-225-6676,,http://lindasanchez.house.gov/index.php?format=feed&amp;type=rss,CongresswomanLindaSanchez,LindaTSanchez,UCu1K6uHxjMgj2mvzM7O9-ow,S001156,1757.0,N00024870,,H2CA39078,1003554.0,400355,29674.0,Linda Sánchez,,20310.0,Linda Sánchez,mom  latina  congresswoman  standing up for  ca38 families   working to elect the next generation of leaders to congress   this is my campaign twitter account ,1608.0
160,Young Kim,F,rep,CA,39.0,CA-39,R,YoungKimCA,RepYoungKim,D+0.53,R+0.9,Kim,Young,Oak,,https://youngkim.house.gov,1306 Longworth House Office Building Washington DC 20515-0539,202-225-4111,,,,,,K000397,,,,H8CA39240,,456802,151787.0,,,,Young Kim,mom  wife  small business owner  former california state assemblywoman  and congresswoman for  ca39,26571.0
161,Lucille Roybal-Allard,F,rep,CA,40.0,CA-40,D,LRAforCongress,RepRoybalAllard,D+63.97,D+63.3,Roybal-Allard,Lucille,,,https://roybal-allard.house.gov,2083 Rayburn House Office Building Washington DC 20515-0540,202-225-1766,,http://roybal-allard.house.gov/news/rss.aspx,RepRoybalAllard,RepRoybalAllard,UC_T_RXWeJ-smmpjdNLOaMcg,R000486,997.0,N00006671,,H2CA33048,26136.0,400347,26766.0,Lucille Roybal-Allard,,29317.0,Lucille Roybal-Allard,california s 1st latina in congress ,36.0
162,Mark Takano,M,rep,CA,41.0,CA-41,D,MarkTakano,RepMarkTakano,D+23.03,D+21.69,Takano,Mark,,,https://takano.house.gov,420 Cannon House Office Building Washington DC 20515-0541,202-225-2305,,http://takano.house.gov/rss.xml,RepMarkTakano,RepMarkTakano,UCJg4F1irmSFeKoXZBaZbX2w,T000472,2110.0,N00006701,,H2CA43245,2737.0,412520,22337.0,Mark Takano,,21312.0,Mark Takano,born and raised in riverside  proud to serve the families of the inland empire in the united states house of representatives   ca41,2874.0
163,Ken Calvert,M,rep,CA,42.0,CA-42,R,TeamCalvert,KenCalvert,R+17,R+18.39,Calvert,Ken,S.,,https://calvert.house.gov,2205 Rayburn House Office Building Washington DC 20515-0542,202-225-1986,,http://calvert.house.gov/news/rss.aspx,70063393423,RepKenCalvert,UC5MEj7YOX_QdKoqD_HRxP3A,C000059,165.0,N00007099,,H2CA37023,26709.0,400057,26777.0,Ken Calvert,,29323.0,Ken Calvert,welcome to the official ken calvert for congress campaign twitter page ,821.0
164,Maxine Waters,F,rep,CA,43.0,CA-43,D,MaxineWaters,RepMaxineWaters,D+56.5,D+55.65,Waters,Maxine,,,https://waters.house.gov,2221 Rayburn House Office Building Washington DC 20515-0543,202-225-2201,,http://waters.house.gov/news/rss.aspx,MaxineWaters,MaxineWaters,UCOQ2js1VYFlo74n7Ns8WsLQ,W000187,1205.0,N00006690,,H4CA23011,1953.0,400422,26759.0,Maxine Waters,,29106.0,Maxine Waters,the campaign committee to re-elect congresswoman maxine waters ,40406.0
165,Nanette Diaz Barragán,F,rep,CA,44.0,CA-44,D,Nanette4CA,RepBarragan,D+66.87,D+66.27,Barragán,Nanette,Diaz,,https://barragan.house.gov,2246 Longworth House Office Building Washington DC 20515-0544,202-225-8220,,,CongresswomanBarragan,,,B001300,,N00037019,,H6CA44103,104730.0,412687,166270.0,Nanette Barragán,,21703.0,Nanette Barragán,congressmember  ca44  san pedro resident  ucla  usc law  1st latina to represent ca44  fighting for you  for official twitter account follow  repbarragan,3806.0
166,Katie Porter,F,rep,CA,45.0,CA-45,D,katieporteroc,RepKatiePorter,R+4.3,R+5.73,Porter,Katie,,,https://porter.house.gov,1117 Longworth House Office Building Washington DC 20515-0545,202-225-5611,,,,,,P000618,,N00040865,,H8CA45130,,412758,179393.0,Katie Porter,,21954.0,Katie Porter,irvine mom   consumer protection attorney  representative for  ca45 in congress   portersupporter ig  katieporteroc,509619.0
167,J. Luis Correa,M,rep,CA,46.0,CA-46,D,voteloucorrea,reploucorrea,D+30.03,D+28.75,Correa,J.,Luis,,https://correa.house.gov,2301 Rayburn House Office Building Washington DC 20515-0546,202-225-2965,,,RepLouCorrea,,UCIKJJp4QJIDjnjodc23qKkw,C001110,,N00037260,,H6CA46116,46310.0,412688,9732.0,Lou Correa,,21711.0,Lou Correa,orange county native  experienced legislator  come join our campaign  and help elect lou correa to congress  tweets from lou signed -lc ,674.0
168,Alan S. Lowenthal,M,rep,CA,47.0,CA-47,D,alanlowenthal,RepLowenthal,D+24.6,D+23.27,Lowenthal,Alan,S.,,https://lowenthal.house.gov,108 Cannon House Office Building Washington DC 20515-0547,202-225-7924,,http://lowenthal.house.gov/news/rss.aspx,RepLowenthal,RepLowenthal,UC-GgROtn5Hxm1H9a6qvy_Wg,L000579,2111.0,N00033274,,H2CA00104,93815.0,412521,16469.0,Alan Lowenthal,,21313.0,Alan Lowenthal,us congressman representing  ca47  former  csulb professor   longbeachcity council  state assemblyman   senator -- proud californian ,1030.0
169,Michelle Steel,F,rep,CA,48.0,CA-48,R,MichelleSteelCA,RepSteel,R+6.73,R+8.16,Steel,Michelle,Eunjoo,,https://steel.house.gov,1113 Longworth House Office Building Washington DC 20515-0548,202-225-2415,,,,,,S001135,,,,H0CA48198,,456803,,,,,Michelle Steel,congresswoman for  ca48  a wife  mother  and county supervisor fighting everyday to be a strong voice for orange county families   standwithsteel,12384.0
170,Mike Levin,M,rep,CA,49.0,CA-49,D,MikeLevin,RepMikeLevin,R+1.13,R+2.57,Levin,Mike,,,https://mikelevin.house.gov,1030 Longworth House Office Building Washington DC 20515-0549,202-225-3906,,,,,,L000593,,N00040667,,H8CA49058,,412760,179416.0,,,21939.0,Mike Levin,proud husband/dad  socal native  clean energy advocate  environmental attorney  stanford/duke alum   u s  representative for ca-49  all tweets by me ,112278.0
171,Darrell Issa,M,rep,CA,50.0,CA-50,R,DarrellIssa,,R+21.57,R+22.92,Issa,Darrell,E.,,https://issa.house.gov,2300 Rayburn House Office Building Washington DC 20515-0550,202-225-5672,,http://issa.house.gov/feed/,,,,I000056,1640.0,N00007017,,"H0CA48024,S8CA00135",90066.0,400196,16553.0,Darrell Issa,,20107.0,Darrell Issa,entrepreneur  former ceo  congressman from california \n\nvisit my website  https //t co/ybnw2obcyd,279065.0
172,Juan Vargas,M,rep,CA,51.0,CA-51,D,JuanVargas4CA,RepJuanVargas,D+42.2,D+41.08,Vargas,Juan,,,https://vargas.house.gov,2244 Rayburn House Office Building Washington DC 20515-0551,202-225-8045,,http://vargas.house.gov/rss.xml,RepJuanVargas,RepJuanVargas,UCpMthf8y7bEMJH_td0dznRQ,V000130,2112.0,N00007021,,H2CA50026,8297.0,412522,29100.0,Juan Vargas,,21314.0,Juan Vargas,husband   father  former jesuit   sandiego native  u s  congressman now serving the people of  ca51   running to represent them again  work acct   repjuanvargas,147.0
173,Scott H. Peters,M,rep,CA,52.0,CA-52,D,ScottPetersSD,RepScottPeters,D+13.17,D+11.76,Peters,Scott,H.,,https://scottpeters.house.gov,1201 Longworth House Office Building Washington DC 20515-0552,202-225-0508,,http://scottpeters.house.gov/rss.xml,RepScottPeters,,UCQK77QJxW7Xr-S3zqeMd-0g,P000608,2113.0,N00033591,,H2CA52089,79661.0,412523,70351.0,Scott Peters,,21315.0,Scott Peters (politician),san diegan  father  husband  enviro lawyer  congress  urbanist   ca52  sdindc  yimby  goduke  padres  votenewdems work acct   repscottpeters,12187.0
174,Sara Jacobs,F,rep,CA,53.0,CA-53,D,SaraJacobsCA,RepSaraJacobs,D+27.63,D+26.33,Jacobs,Sara,,,https://sarajacobs.house.gov,1232 Longworth House Office Building Washington DC 20515-0553,202-225-2040,,,,,,J000305,,,,H0CA53115,,456804,,,,,Sara Jacobs,congresswoman for  ca53   founding chair   sdforeverychild  formerly  krocschool   procoworld   hillaryclinton   statedept   unicefinnovate  she/her,21460.0
175,Diana DeGette,F,rep,CO,1.0,CO-1,D,DeGette5280,RepDianaDeGette,D+40.37,D+39,DeGette,Diana,L.,,https://degette.house.gov,2111 Rayburn House Office Building Washington DC 20515-0601,202-225-4431,,http://degette.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,DianaDeGette,RepDianaDeGette,UCWFQCRTHwsHg9P1Hf-EQtew,D000197,1479.0,N00006134,,H6CO01141,90293.0,400101,561.0,Diana DeGette,,29710.0,Diana DeGette,the campaign twitter account for congresswoman diana degette ,2656.0
176,Joe Neguse,M,rep,CO,2.0,CO-2,D,JoeNeguse,RepJoeNeguse,D+16.77,D+15.13,Neguse,Joe,,,https://neguse.house.gov,1419 Longworth House Office Building Washington DC 20515-0602,202-225-2161,,,,,,N000191,,N00041080,,H8CO02160,,412761,151075.0,Joe Neguse,,21948.0,Joe Neguse,congressman  colorado s 2nd district   dad  husband   first generation american   attorney   fmr  cu regent   director of colorado s consumer protection agency,49505.0
177,Lauren Boebert,F,rep,CO,3.0,CO-3,R,laurenboebert,RepBoebert,R+13.56,R+15.22,Boebert,Lauren,Opal,,https://boebert.house.gov,1609 Longworth House Office Building Washington DC 20515-0603,202-225-4761,,,,,,B000825,,,,H0CO03165,,456805,,Lauren Boebert,,,Lauren Boebert,lauren boebert for congress account  congresswoman for co-03  owner of shooters grill  i\xe2\x80\x99m the mom who told beto hell no you\xe2\x80\x99re not taking our guns ,566724.0
178,Ken Buck,M,rep,CO,4.0,CO-4,R,BuckForColorado,RepKenBuck,R+25.39,R+26.96,Buck,Ken,,,https://buck.house.gov,2455 Rayburn House Office Building Washington DC 20515-0604,202-225-4676,,,repkenbuck,,UCHK7Wcwij7NoxXGTeSHUWzg,B001297,2233.0,N00030829,,"S0CO00237,H4CO04090",78285.0,412619,125319.0,Ken Buck,,21510.0,Ken Buck,proudly representing the wonderful people of colorado\xe2\x80\x99s 4th congressional district  for my official twitter account  please visit  repkenbuck ,6970.0
179,Doug Lamborn,M,rep,CO,5.0,CO-5,R,DougLambornCD5,RepDLamborn,R+26.49,R+28.04,Lamborn,Doug,,,https://lamborn.house.gov,2371 Rayburn House Office Building Washington DC 20515-0605,202-225-4422,,http://lamborn.house.gov/news-rss-graphic/news-rss-graphic/,CongressmanDougLamborn,CongressmanLamborn,UCaYsGYMniq4nwBBMKFIwsow,L000564,1834.0,N00028133,,H6CO05159,1022846.0,412191,2698.0,Doug Lamborn,,20704.0,Doug Lamborn,congressman doug lamborn\r\nconservative republican candidate for colorado s 5th congressional district ,165.0
180,Jason Crow,M,rep,CO,6.0,CO-6,D,JasonCrowCO,RepJasonCrow,D+4.07,D+2.38,Crow,Jason,,,https://crow.house.gov,1229 Longworth House Office Building Washington DC 20515-0606,202-225-7882,,,,,,C001121,,N00040876,,H8CO06229,,412762,180218.0,Jason Crow,,21912.0,Jason Crow,congressman for  co06   2 awesome kids   partner to  deseraicrow   former army ranger and arby\xe2\x80\x99s cashier   westerner   whiskey enthusiast    \xf0\x9f\x93\xb7 dave russell,42448.0
181,Ed Perlmutter,M,rep,CO,7.0,CO-7,D,Ed4Colorado,RepPerlmutter,D+9.37,D+7.69,Perlmutter,Ed,,,https://perlmutter.house.gov,1226 Longworth House Office Building Washington DC 20515-0607,202-225-2645,,http://perlmutter.house.gov/index.php?format=feed&amp;type=rss,RepPerlmutter,RepPerlmutter,UCJXuMAzxngpEvDdvlE6wS5g,P000593,1835.0,N00027510,,H6CO07023,1021382.0,412192,2653.0,Ed Perlmutter,,20705.0,Ed Perlmutter,candidate for the 7th congressional district  fighting for hardworking coloradans ,4079.0
182,John B. Larson,M,rep,CT,1.0,CT-1,D,JohnLarsonCT,RepJohnLarson,D+20.56,D+19.61,Larson,John,B.,,https://larson.house.gov,1501 Longworth House Office Building Washington DC 20515-0701,202-225-2265,,http://www.larson.house.gov/index.php?format=feed&amp;type=rss,RepJohnLarson,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,L000557,1583.0,N00000575,,H8CT01046,36596.0,400233,17188.0,John B. Larson,,29908.0,John B. Larson,congressman representing the first congressional district of connecticut   official campaign feed  \n\npaid for by larson for congress  barry feldman  treasurer,3129.0
183,Joe Courtney,M,rep,CT,2.0,CT-2,D,JoeCourtneyCT,RepJoeCourtney,D+2.29,D+1.31,Courtney,Joe,,,https://courtney.house.gov,2449 Rayburn House Office Building Washington DC 20515-0702,202-225-2076,,http://courtney.house.gov/index.php?format=feed&amp;type=rss,joecourtney,repcourtney,UCGVIfe1T2hO1Lx7ap5Wkv1w,C001069,1836.0,N00024842,,H2CT02112,1021284.0,412193,30333.0,Joe Courtney,,20706.0,Joe Courtney (politician),thank you for visiting my campaign twitter page  if your intention was to visit my official house of rep  twitter page  please click here http //t co/9xvkctfwva,1568.0
184,Rosa L. DeLauro,F,rep,CT,3.0,CT-3,D,Rosa_DeLauro,RosaDeLauro,D+15.02,D+14.06,DeLauro,Rosa,L.,,https://delauro.house.gov,2413 Rayburn House Office Building Washington DC 20515-0703,202-225-3661,,http://delauro.house.gov/index.php?format=feed&amp;type=rss,CongresswomanRosaDeLauro,rosadelauro,UC9ROfGBm7kSLCEDYwFF6McQ,D000216,281.0,N00000615,,H0CT03072,19040.0,400103,26788.0,Rosa DeLauro,,29109.0,Rosa DeLauro,rosa s work has been and will always be about helping people  this is the campaign account for rosa delauro who represents ct s third congressional district ,5821.0
185,James A. Himes,M,rep,CT,4.0,CT-4,D,jahimes,JAHimes,D+14.96,D+13.99,Himes,James,A.,,https://himes.house.gov,2137 Rayburn House Office Building Washington DC 20515-0704,202-225-5541,,http://himes.house.gov/rss.xml,CongressmanJimHimes,congressmanhimes,UCCeB6czh6nhCHxOMCk_V4yA,H001047,1913.0,N00029070,,H8CT04172,1031341.0,412282,106744.0,Jim Himes,,20907.0,Jim Himes,connecticut congressman  reader  runner  swimmer  apiarist  and i make maple syrup  and mead ,113764.0
186,Jahana Hayes,F,rep,CT,5.0,CT-5,D,JahanaHayesCT,RepJahanaHayes,D+1.39,D+0.41,Hayes,Jahana,,,https://hayes.house.gov,1415 Longworth House Office Building Washington DC 20515-0705,202-225-4476,,,,,,H001081,,N00043421,,H8CT05245,,412763,181744.0,Jahana Hayes,,21931.0,Jahana Hayes,ct 5th congressional district congresswoman,41845.0
187,Eleanor Holmes Norton,F,rep,DC,0.0,DC-1,D,eleanor4dc,EleanorNorton,,,Norton,Eleanor,Holmes,,https://norton.house.gov,2136 Rayburn House Office Building Washington DC 20515-5101,202-225-8050,,http://norton.house.gov/index.php?format=feed&amp;type=rss,CongresswomanNorton,EleanorHNorton,UChRrAXUGylfxJjbquC6aUjQ,N000147,868.0,N00001692,,H0DC00058,882.0,400295,775.0,,,,Eleanor Holmes Norton,mother  lawyer  fighter  writer   congresswoman representing the district of columbia\n\nofficial twitter of eleanor holmes norton s congressional campaign,323.0
188,Lisa Blunt Rochester,F,rep,DE,0.0,DE-1,D,LisaBRochester,RepLBR,D+13.66,D+12.13,Blunt Rochester,Lisa,,,https://bluntrochester.house.gov,1724 Longworth House Office Building Washington DC 20515-0800,202-225-4165,,,Rep.BluntRochester,,,B001303,,N00038414,,H6DE00206,104772.0,412689,173249.0,Lisa Blunt Rochester,,21706.0,Lisa Blunt Rochester,democrat serving de in congress - raised in wilmington - former delaware secretary of labor -  padua academy   fdualumni     udelaware alum - proud mother of 2,14733.0
189,Matt Gaetz,M,rep,FL,1.0,FL-1,R,mattgaetz,RepMattGaetz,R+43.9,R+44.25,Gaetz,Matt,,,https://gaetz.house.gov,1721 Longworth House Office Building Washington DC 20515-0901,202-225-4136,,,CongressmanMattGaetz,,UClqXcJew_A3s8qiX-T4a9CA,G000578,,N00039503,,H6FL01119,104528.0,412690,117101.0,Matt Gaetz,,21719.0,Matt Gaetz,florida man  fianc\xc3\xa9  firebrand  america first ,981743.0
190,Neal P. Dunn,M,rep,FL,2.0,FL-2,R,DunnCampaign,drnealdunnfl2,R+38.84,R+39.19,Dunn,Neal,P.,,https://dunn.house.gov,316 Cannon House Office Building Washington DC 20515-0902,202-225-5235,,,drnealdunnfl2,,UCRTGfrYP-RuDzJ2KGok7TRA,D000628,,N00037442,,H6FL02208,104529.0,412691,166297.0,Neal Dunn,,21714.0,Neal Dunn,campaign twitter account for rep  neal dunn  fl2  army veteran  surgeon  businessman  follow along as we make america great again   maga,1468.0
191,Kat Cammack,F,rep,FL,3.0,FL-3,R,Kat_Cammack,RepKatCammack,R+20.47,R+20.84,Cammack,Katherine,,,https://cammack.house.gov,1626 Longworth House Office Building Washington DC 20515-0903,202-225-5744,,,,,,C001039,,,,H0FL03175,,456806,,,,,Kat Cammack,congresswoman for  fl03  youngest gop woman in 117th congress  small business owner  alumna of the us naval war college  proud wife to a first responder,20536.0
192,John H. Rutherford,M,rep,FL,4.0,FL-4,R,JRutherfordFL,RepRutherfordFL,R+34.67,R+35.03,Rutherford,John,H.,,https://rutherford.house.gov,1711 Longworth House Office Building Washington DC 20515-0904,202-225-2501,,,RepRutherfordFL,,,R000609,,N00039777,,H6FL04105,104531.0,412692,172542.0,John Rutherford (Florida),,21744.0,John Rutherford (Florida politician),congressman fl-04,1737.0
193,"Al Lawson, Jr.",M,rep,FL,5.0,FL-5,D,AlLawsonJr,RepAlLawsonJr,D+21.43,D+21.06,Lawson,Al,,Jr.,https://lawson.house.gov,2437 Rayburn House Office Building Washington DC 20515-0905,202-225-0123,,,RepAlLawsonJr,,,L000586,,N00030642,,H0FL02086,90480.0,412693,24263.0,Alfred Lawson,,21732.0,Al Lawson,husband  father  grandfather  serving as u s  representative for florida s 5th congressional district  fl05  re-election page for rep  al lawson  vote august 18,1562.0
194,Michael Waltz,M,rep,FL,6.0,FL-6,R,michaelgwaltz,RepMichaelWaltz,R+18.1,R+18.48,Waltz,Michael,,,https://waltz.house.gov,213 Cannon House Office Building Washington DC 20515-0906,202-225-2706,,,,,,W000823,,N00042403,,H8FL06148,,412764,182261.0,Michael Waltz,,21981.0,Michael Waltz,congressman from florida  u s  army green beret  author \xe2\x80\x9cwarrior diplomat \xe2\x80\x9d former ceo   fox news contributor  fl native  father  proud american \xf0\x9f\x87\xba\xf0\x9f\x87\xb8,20641.0
195,Stephanie N. Murphy,F,rep,FL,7.0,FL-7,D,SMurphyCongress,RepStephMurphy,R+0.04,R+0.41,Murphy,Stephanie,N.,,https://murphy.house.gov,1710 Longworth House Office Building Washington DC 20515-0907,202-225-4035,,,RepStephMurphy,RepStephMurphy,,M001202,,N00040133,,H6FL07140,103502.0,412694,173426.0,Stephanie Murphy,,21738.0,Stephanie Murphy,campaign account for u s  congresswoman stephanie murphy -- fighting for families in seminole   orange counties  join us   fl07  teammurphy,8547.0
196,Bill Posey,M,rep,FL,8.0,FL-8,R,PoseyCampaign,CongBillPosey,R+23.54,R+23.91,Posey,Bill,,,https://posey.house.gov,2150 Rayburn House Office Building Washington DC 20515-0908,202-225-3671,,http://posey.house.gov/news/rss.aspx?documenttypeid=1487,bill.posey15,CongressmanPosey,UCoUwUkDpe1ZYd6tiaZfiMuA,P000599,1915.0,N00029662,,H8FL15107,88959.0,412309,24280.0,Bill Posey,,20909.0,Bill Posey,,33.0
197,Darren Soto,M,rep,FL,9.0,FL-9,D,DarrenSoto,RepDarrenSoto,D+7.76,D+7.39,Soto,Darren,,,https://soto.house.gov,2353 Rayburn House Office Building Washington DC 20515-0909,202-225-9889,,,CongressmanDarrenSoto,repdarrensoto,,S001200,,N00037422,,H6FL09179,104534.0,412695,67618.0,Darren Soto,,21746.0,Darren Soto,1st puerto rican florida congressman  attorney  musician and loving husband of amanda soto - personal account,6151.0
198,Val Butler Demings,F,rep,FL,10.0,FL-10,D,val_demings,RepValDemings,D+20.46,D+20.09,Demings,Val,Butler,,https://demings.house.gov,217 Cannon House Office Building Washington DC 20515-0910,202-225-2176,,,RepresentativeValDemings,,UCkcshqwFNJG6XeduOforhig,D000627,,N00033449,,H2FL08063,623713.0,412696,137637.0,Val Demings,,21713.0,Val Demings,thank you for visiting my campaign twitter page  if your intention was to visit my official house of representatives page please visit   repvaldemings,13749.0
